date,min_temp,max_temp,temp_entry_3,temp_entry_6,temp_entry_9,temp_entry_12,temp_entry_15,temp_entry_18,temp_entry_21,temp_entry_24,humidity_entry_3,humidity_entry_6,humidity_entry_9,humidity_entry_12,humidity_entry_15,humidity_entry_18,humidity_entry_21,humidity_entry_24,pressure_entry_3,pressure_entry_6,pressure_entry_9,pressure_entry_12,pressure_entry_15,pressure_entry_18,pressure_entry_21,pressure_entry_24,wind_entry_3,wind_entry_6,wind_entry_9,wind_entry_12,wind_entry_15,wind_entry_18,wind_entry_21,wind_entry_24,discomfort_entry_3,discomfort_entry_6,discomfort_entry_9,discomfort_entry_12,discomfort_entry_15,discomfort_entry_18,discomfort_entry_21,discomfort_entry_24,pecipitation_3,pecipitation_6,pecipitation_9,pecipitation_12,pecipitation_15,pecipitation_18,pecipitation_21,pecipitation_24
2022/10/29,10.8,22.0,11.9,12.1,17.2,21.1,19.9,17.8,14.9,12.5,80,77,58,44,38,44,56,62,1018.5,1018.8,1019.3,1017.4,1016.5,1017.8,1018.9,1018.9,3,2,3,3,3,4,3,2,55,56,61,64,61,59,57,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/28,9.9,19.2,10.6,10.3,12.6,16.2,17.9,13.6,13.8,13.7,81,77,63,62,60,80,79,75,1022.2,1022.6,1022.8,1020.9,1019.6,1020.0,1019.8,1019.2,2,3,2,2,1,0,2,2,54,53,54,60,62,58,58,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/27,8.5,17.7,9.2,9.1,12.8,16.2,16.1,13.7,12.9,12.1,77,78,61,48,51,62,70,75,1023.6,1024.7,1025.1,1023.1,1021.5,1022.7,1022.9,1022.6,2,2,3,1,3,1,2,2,52,52,54,58,59,56,55,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/26,9.5,18.9,10.5,11.6,14.8,17.5,17.7,14.9,12.9,10.9,78,63,54,41,37,52,61,69,1021.2,1022.8,1023.3,1021.9,1021.4,1022.6,1024.1,1023.7,3,3,4,4,3,3,2,2,53,53,56,59,58,56,54,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/25,11.4,14.4,11.8,11.7,13.1,13.5,14.0,13.7,13.3,10.4,72,58,47,53,52,47,54,82,1013.7,1014.7,1015.6,1015.6,1016.9,1018.8,1020.0,1021.4,3,3,4,4,3,3,3,3,54,53,54,55,56,54,55,54,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/24,12.8,17.2,14.6,13.7,12.8,12.0,13.9,12.9,12.3,12.0,82,76,81,85,69,70,77,77,1007.8,1009.3,1012.0,1012.0,1011.7,1012.6,1013.8,1013.6,4,5,4,5,5,2,3,4,59,57,56,56,57,55,56,56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022/10/23,13.1,23.8,15.0,13.2,18.3,22.9,23.3,19.0,18.0,17.2,91,93,69,47,48,66,78,73,1009.9,1009.4,1009.1,1006.9,1004.7,1005.7,1006.4,1007.3,1,1,2,2,1,2,2,3,61,59,64,67,68,65,65,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/22,14.5,20.8,15.3,14.7,17.2,19.2,19.7,16.4,15.5,15.0,79,80,73,68,73,80,80,85,1018.9,1018.4,1018.0,1015.6,1014.0,1013.4,1013.4,1012.2,2,2,1,1,3,1,1,3,60,59,63,65,66,62,61,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/21,10.9,23.2,11.9,11.7,16.3,21.1,21.7,18.9,18.0,14.9,84,77,59,57,60,70,70,82,1024.3,1025.2,1025.5,1023.0,1020.8,1020.7,1021.0,1019.8,3,2,2,5,4,3,3,0,55,54,60,66,67,64,64,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/20,9.7,20.7,11.1,9.8,16.0,19.1,18.8,14.1,14.9,12.8,63,70,48,31,43,60,70,75,1020.8,1022.6,1024.1,1022.5,1021.9,1023.3,1024.4,1024.1,1,1,2,3,3,3,3,2,53,51,58,59,61,57,58,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/19,11.4,18.8,12.6,11.6,14.3,17.4,17.4,16.0,14.2,13.0,92,95,72,57,54,57,71,65,1016.1,1017.0,1018.3,1016.8,1016.5,1018.2,1019.8,1020.4,2,3,3,2,3,2,2,2,57,56,58,61,61,59,58,56,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2022/10/18,15.6,18.8,17.0,15.8,15.9,16.4,17.8,17.0,14.3,13.2,99,96,83,78,67,68,88,92,1005.0,1006.5,1009.2,1009.3,1010.4,1012.7,1015.2,1015.7,3,2,5,3,4,3,3,3,65,62,61,62,62,62,60,58,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0
2022/10/17,19.2,21.9,19.9,19.6,20.8,20.7,21.1,20.3,19.1,18.7,90,92,89,96,97,95,95,99,1012.1,1011.0,1009.8,1007.0,1004.3,1004.8,1004.9,1004.5,2,2,1,2,2,2,2,1,67,67,68,69,70,69,67,67,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0
2022/10/16,16.1,25.5,17.0,16.8,20.0,23.2,22.7,21.2,20.0,19.5,90,94,77,73,70,77,86,91,1016.2,1017.4,1017.9,1016.3,1015.0,1015.1,1015.1,1013.2,1,2,2,2,3,3,1,2,64,63,67,71,70,69,68,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/15,17.5,24.7,18.7,17.5,19.6,22.4,23.6,20.9,19.4,17.7,79,88,79,68,68,79,85,84,1014.3,1015.2,1015.7,1014.3,1013.7,1015.2,1016.3,1016.2,2,2,2,2,3,2,2,2,65,64,66,69,71,68,67,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/14,14.9,20.5,15.1,15.3,16.1,18.9,20.1,20.0,19.5,19.3,99,99,99,87,88,86,79,81,1017.5,1017.7,1018.0,1016.0,1014.7,1015.3,1015.4,1015.0,3,3,3,3,2,2,2,3,62,62,64,66,68,68,66,67,0.0,0.0,0.5,0.0,0.5,1.5,0.5,4.0
2022/10/13,14.9,17.9,15.8,15.4,16.4,16.0,15.8,15.8,15.3,14.9,97,96,78,84,90,97,99,99,1023.3,1023.1,1024.0,1022.0,1020.4,1020.8,1019.5,1018.3,1,3,2,3,3,5,3,4,62,62,62,62,62,62,62,61,1.0,2.0,3.5,0.0,0.0,0.0,0.5,0.5
2022/10/12,17.4,20.0,18.3,17.7,18.5,19.6,19.6,18.6,18.2,17.8,62,66,65,67,66,67,74,78,1017.1,1019.0,1021.1,1021.3,1021.4,1023.1,1024.0,1023.6,3,2,3,2,4,3,4,2,63,62,63,65,65,64,64,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/11,17.6,25.8,21.9,18.0,22.4,24.9,23.1,21.4,19.2,18.4,67,87,66,48,50,70,78,59,1004.0,1006.6,1008.3,1008.6,1009.4,1011.8,1014.5,1015.6,7,3,2,3,2,3,2,2,68,65,69,70,68,68,66,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/10,14.7,21.7,15.0,15.1,16.4,19.7,20.8,17.5,20.0,22.5,100,100,98,92,88,96,98,82,1012.8,1010.1,1008.6,1005.5,1003.6,1003.9,1004.3,1003.9,3,1,1,2,2,2,4,5,62,62,64,67,68,65,69,71,0.0,0.0,0.0,0.0,0.0,0.0,1.5,10.0
2022/10/09,14.3,21.1,15.1,14.8,17.6,20.1,20.0,16.3,16.2,15.5,87,83,71,72,70,96,98,99,1021.9,1023.1,1023.1,1022.0,1019.6,1020.0,1018.3,1015.8,2,2,2,2,3,2,2,3,61,60,63,66,66,63,63,62,7.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0
2022/10/08,12.1,20.9,12.3,12.7,15.3,19.0,19.5,17.5,17.7,15.9,100,100,90,68,71,80,81,82,1010.9,1013.2,1015.6,1015.9,1016.1,1018.6,1020.8,1021.3,2,1,2,2,2,2,3,3,58,58,61,65,66,64,64,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/07,11.5,13.0,12.8,12.8,11.7,12.0,11.5,12.0,12.7,13.2,91,82,96,98,98,99,98,98,1018.0,1017.0,1017.1,1013.7,1010.7,1010.5,1010.3,1010.4,4,2,3,3,4,4,5,3,57,56,56,57,56,57,58,59,1.5,2.5,24.5,18.5,4.0,1.0,0.0,0.0
2022/10/06,13.0,15.0,14.0,14.4,13.6,12.9,12.0,12.0,12.5,12.7,94,86,92,95,97,94,91,87,1016.2,1016.7,1018.8,1018.1,1018.2,1017.8,1018.8,1018.7,4,3,4,4,4,4,2,2,60,60,59,58,57,57,57,57,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.5
2022/10/05,22.2,25.2,23.2,23.0,23.2,20.1,18.4,17.1,15.2,14.6,78,79,83,97,97,95,96,97,1004.6,1006.5,1009.2,1010.3,1011.6,1013.8,1015.0,1016.6,2,2,3,4,3,5,4,4,72,72,72,69,66,65,62,61,3.0,1.5,3.5,0.5,0.0,0.0,0.0,0.0
2022/10/04,20.5,29.5,21.7,22.1,26.6,28.7,28.2,25.9,24.6,24.5,79,82,64,56,56,68,75,76,1014.0,1013.1,1012.2,1009.3,1006.3,1006.4,1006.3,1004.8,2,3,5,7,6,5,5,3,69,70,75,77,76,74,73,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/03,20.1,27.6,20.7,20.3,22.4,25.2,25.1,24.0,22.6,21.8,89,88,76,66,62,73,79,87,1020.3,1021.0,1020.9,1019.2,1017.0,1017.2,1017.0,1015.7,2,2,2,2,4,3,2,3,68,68,70,73,73,72,70,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/02,18.9,29.6,20.2,19.2,23.8,28.3,28.6,24.9,21.5,21.3,81,78,54,43,38,55,85,86,1016.0,1016.9,1018.7,1018.1,1017.6,1018.8,1020.6,1020.3,2,2,2,3,3,4,2,2,67,66,69,74,73,71,69,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/10/01,19.8,29.2,21.1,20.2,23.8,27.5,27.4,24.3,22.5,20.5,77,74,62,50,49,58,79,84,1014.0,1014.7,1015.0,1013.3,1012.4,1013.9,1015.3,1015.6,3,2,4,3,3,3,3,2,68,67,70,74,74,71,70,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/30,19.2,28.3,20.9,19.4,23.6,26.5,27.5,23.8,22.5,22.0,88,85,69,54,49,60,77,80,1012.6,1013.8,1014.6,1013.6,1012.5,1012.8,1014.3,1014.1,2,3,2,3,2,3,3,2,68,67,71,73,74,70,70,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/29,20.3,26.7,20.8,21.1,22.9,24.8,24.0,22.5,21.3,21.1,77,82,68,53,64,69,80,90,1008.4,1009.8,1011.1,1010.2,1010.2,1011.2,1012.6,1013.3,1,2,2,1,4,3,2,2,67,69,69,70,71,69,69,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/28,18.7,27.5,20.2,19.3,23.6,26.3,26.8,23.3,22.4,20.6,78,72,55,46,41,57,69,87,1009.1,1009.0,1008.8,1006.6,1005.3,1006.0,1008.5,1008.3,3,2,3,3,1,2,2,2,67,66,69,72,71,69,69,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/27,19.4,29.0,20.4,20.3,24.2,28.4,26.3,23.2,21.8,20.9,86,91,69,55,66,67,78,83,1012.7,1013.5,1013.2,1011.6,1010.2,1011.0,1011.7,1010.2,2,2,3,3,3,4,3,3,68,68,72,76,75,70,69,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/26,18.5,29.1,18.8,18.6,24.1,27.4,28.0,25.4,23.3,20.9,92,94,65,54,57,66,85,93,1013.2,1014.0,1014.2,1012.3,1011.5,1012.4,1014.0,1013.6,1,1,1,2,3,4,3,2,66,66,72,75,76,73,72,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/25,20.2,27.6,20.3,20.6,23.8,26.4,26.1,22.8,21.8,20.5,95,89,69,54,55,71,81,86,1010.2,1011.9,1013.4,1012.3,1011.7,1013.0,1014.7,1013.7,2,4,4,4,5,4,2,2,69,68,71,73,73,70,69,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/24,21.5,25.8,21.6,22.8,24.7,24.9,23.9,23.5,21.7,20.7,100,100,100,99,100,100,100,99,1006.6,1006.7,1007.0,1006.0,1005.3,1006.3,1008.2,1009.5,1,3,4,4,3,2,3,3,71,72,75,75,74,74,71,69,0.0,0.0,15.5,5.0,8.5,8.0,20.0,18.5
2022/09/23,19.0,25.1,19.5,19.1,21.1,23.8,24.1,22.8,22.3,22.5,88,95,90,79,85,99,100,100,1014.1,1014.3,1013.5,1011.3,1009.9,1008.7,1009.1,1006.8,3,2,2,2,1,2,2,3,67,67,70,72,74,72,72,72,18.0,6.5,3.0,0.0,0.0,2.5,7.0,0.5
2022/09/22,17.2,24.9,17.6,17.4,20.3,24.1,22.7,22.3,19.7,20.0,71,70,61,58,68,71,81,77,1018.1,1019.1,1019.9,1017.6,1015.8,1016.9,1017.6,1015.7,2,3,3,3,3,2,5,3,63,62,65,71,69,69,67,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/21,16.5,24.2,16.8,17.0,18.2,22.7,22.6,20.6,19.8,18.3,91,87,82,62,61,70,70,71,1008.4,1010.1,1012.9,1012.0,1012.1,1014.4,1016.7,1017.3,4,3,4,3,2,4,4,3,63,64,65,69,68,67,66,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/20,24.5,27.8,27.4,25.2,26.6,22.0,19.5,19.2,18.3,17.1,86,96,94,96,93,94,99,97,992.0,992.3,994.5,996.8,999.0,1002.5,1005.8,1007.2,8,7,5,4,4,3,4,4,78,76,78,72,67,67,67,65,0.0,0.0,0.0,6.5,8.0,0.0,0.0,1.5
2022/09/19,24.7,30.8,25.7,26.1,29.1,25.1,27.6,27.4,27.7,27.4,99,99,83,96,93,90,87,86,1004.4,1003.3,1002.3,1001.0,997.5,997.0,996.2,993.6,5,4,7,7,6,7,8,9,77,78,80,76,79,79,79,78,4.0,2.0,2.5,6.5,19.0,0.0,0.0,0.5
2022/09/18,23.7,26.7,23.8,23.9,26.4,25.8,25.5,25.7,25.6,25.6,97,100,96,99,100,100,99,100,1011.1,1010.7,1009.5,1008.2,1007.3,1007.0,1007.4,1006.0,2,2,3,3,3,2,5,4,74,74,78,77,77,77,77,77,5.5,2.0,2.5,45.0,18.0,0.0,0.0,2.0
2022/09/17,22.8,31.1,24.5,23.6,27.1,29.8,29.5,27.4,27.0,26.5,78,82,70,52,63,74,78,82,1012.0,1013.0,1013.4,1012.1,1010.9,1011.5,1012.8,1011.8,2,2,2,2,4,3,4,5,73,72,77,77,78,77,77,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/16,19.5,31.1,20.2,20.0,25.3,28.6,30.0,26.5,26.2,25.6,78,82,62,50,43,63,68,73,1012.2,1012.7,1012.9,1011.5,1010.6,1011.3,1012.8,1012.2,2,2,2,4,4,4,2,2,67,67,73,76,77,74,75,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/15,22.2,27.1,22.5,22.4,23.2,25.8,25.9,24.3,22.8,22.2,77,77,73,61,63,64,70,71,1014.6,1014.2,1014.2,1012.7,1011.5,1012.1,1013.2,1013.0,2,3,2,2,3,3,2,2,70,70,71,73,73,72,70,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/14,24.4,32.3,24.6,25.3,29.7,30.7,31.0,25.4,23.9,23.1,97,94,77,60,42,74,78,74,1012.3,1012.6,1013.4,1012.4,1011.8,1013.2,1015.4,1015.2,1,2,2,4,3,5,3,3,75,76,80,80,78,74,72,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/13,22.0,31.2,22.1,23.0,26.5,29.0,30.2,27.3,26.4,25.1,97,95,76,66,66,79,87,94,1012.4,1013.4,1013.7,1012.6,1011.1,1011.5,1013.0,1013.0,1,2,2,3,2,2,2,2,72,73,76,79,80,78,77,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/12,22.6,30.9,23.6,22.9,26.3,28.7,30.3,26.8,23.0,22.3,82,84,71,58,52,67,95,99,1013.2,1013.5,1013.5,1012.1,1011.3,1012.2,1013.4,1013.0,2,2,4,2,4,5,2,3,72,71,75,77,78,75,73,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/11,21.3,28.3,21.6,21.4,23.2,26.9,27.4,25.9,24.5,24.2,73,74,69,62,66,71,78,79,1014.4,1015.1,1015.1,1013.4,1011.9,1012.6,1014.1,1013.8,2,2,2,3,4,4,4,3,68,68,71,75,76,74,73,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/10,22.2,30.6,22.8,23.3,26.6,29.3,29.5,25.1,22.8,22.2,85,91,72,51,48,50,74,72,1012.8,1013.6,1014.2,1013.6,1012.4,1013.4,1015.1,1015.2,2,1,4,5,4,4,4,3,71,73,76,77,76,71,70,69,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
2022/09/09,21.6,28.8,21.8,22.3,24.7,24.8,28.1,27.3,24.6,23.9,97,96,86,88,74,76,84,86,1012.1,1012.4,1012.4,1012.2,1010.3,1011.1,1013.0,1013.2,2,2,2,3,2,4,3,3,71,72,74,74,78,77,74,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/08,21.4,26.0,22.6,22.9,23.6,25.2,24.5,23.4,23.3,21.9,93,99,95,90,78,81,90,97,1011.3,1012.4,1014.1,1013.2,1012.0,1012.6,1013.5,1012.8,4,2,2,2,3,2,3,2,72,72,73,76,73,72,73,71,0.5,0.0,0.0,0.0,0.0,3.0,1.5,2.0
2022/09/07,26.2,30.0,27.5,26.8,29.3,28.8,26.8,25.8,24.8,24.6,87,85,74,81,93,100,99,100,1007.6,1008.9,1009.7,1009.5,1009.3,1010.6,1011.8,1011.3,4,2,2,2,1,2,3,2,79,77,80,79,78,77,75,75,5.5,2.5,1.5,7.0,0.0,0.0,0.0,0.0
2022/09/06,23.9,32.0,24.1,24.1,29.0,30.9,30.0,28.1,28.0,27.6,98,99,80,67,71,82,81,84,1011.7,1011.3,1011.0,1009.1,1007.7,1007.7,1008.2,1007.7,2,1,5,6,4,4,5,4,75,75,80,81,81,79,79,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/05,23.9,31.3,24.2,24.1,25.6,28.9,30.5,27.9,26.5,25.1,89,89,82,65,57,75,85,93,1013.6,1014.6,1014.5,1013.5,1011.5,1012.0,1013.5,1012.5,3,2,1,3,4,4,3,2,74,74,75,78,79,78,77,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/04,23.1,31.8,23.4,23.2,27.2,28.1,30.9,27.5,24.9,24.7,93,92,78,72,60,79,86,87,1013.9,1014.6,1015.1,1013.4,1012.0,1012.3,1014.1,1014.0,2,2,2,2,2,4,3,2,73,73,78,78,80,78,74,74,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/03,21.4,29.1,22.0,22.4,24.3,25.7,28.2,26.5,24.2,23.5,96,95,83,73,69,78,85,91,1014.3,1014.9,1015.2,1014.3,1012.6,1013.1,1014.8,1014.5,1,2,2,2,3,2,3,3,72,72,74,74,78,76,74,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/09/02,23.2,25.1,24.3,24.4,23.5,23.3,22.2,22.3,21.9,21.8,100,99,99,94,97,99,99,98,1010.2,1011.5,1014.0,1014.1,1014.1,1014.6,1015.4,1014.9,2,2,4,3,2,2,3,2,75,75,74,73,72,72,71,71,2.5,0.0,0.5,0.5,6.0,1.0,0.0,0.5
2022/09/01,25.8,32.7,27.3,27.3,26.7,29.8,30.9,24.0,24.1,24.4,89,90,99,82,73,98,100,100,1006.6,1007.5,1008.0,1007.1,1006.9,1009.1,1009.9,1009.8,5,4,4,6,5,2,2,1,79,79,78,81,81,75,75,75,0.0,3.0,10.5,0.0,0.0,3.0,0.0,0.0
2022/08/31,22.2,32.5,22.4,23.2,26.6,31.4,31.9,28.8,27.8,27.3,100,100,96,70,62,74,85,81,1009.3,1009.2,1008.7,1007.1,1005.6,1005.7,1007.1,1007.1,1,1,2,6,5,6,5,5,72,74,78,82,81,78,79,78,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2022/08/30,20.2,26.2,20.7,20.8,22.7,25.0,25.1,23.1,22.5,22.4,84,88,83,73,83,98,100,100,1014.4,1014.6,1014.3,1012.2,1010.6,1010.6,1011.1,1010.3,3,2,1,2,2,2,2,1,68,68,71,74,75,73,72,72,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
2022/08/29,21.1,28.0,21.7,21.3,25.0,26.2,25.9,23.8,21.8,22.0,85,81,63,59,52,70,72,70,1015.2,1016.9,1016.8,1016.3,1015.2,1016.0,1017.0,1015.7,3,3,5,3,3,2,3,3,70,69,73,74,72,71,68,69,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2022/08/28,22.9,28.1,26.0,25.3,22.9,23.3,23.0,22.8,22.1,21.7,85,88,96,94,89,83,85,85,1003.8,1006.0,1008.4,1009.3,1010.3,1011.2,1014.0,1014.5,4,3,5,3,3,3,2,4,77,76,72,73,73,71,71,70,0.0,0.0,0.0,0.5,0.0,2.5,0.0,0.0
2022/08/27,26.5,33.9,26.7,26.6,30.6,32.6,31.0,29.0,27.9,27.7,96,98,74,63,65,76,83,76,1002.9,1003.4,1003.5,1002.2,1001.7,1001.9,1003.1,1003.3,2,2,3,4,6,4,3,3,78,78,81,83,81,80,78,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/08/26,24.2,31.3,24.4,25.2,26.4,29.4,29.6,27.0,27.2,27.1,96,90,82,77,82,98,95,95,1001.7,1002.4,1003.0,1002.3,1002.0,1002.2,1003.7,1003.4,2,1,2,2,3,3,3,3,75,76,77,80,81,79,79,79,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5
2022/08/25,22.6,29.3,23.8,24.1,24.9,28.0,27.4,26.9,25.6,25.7,81,71,71,66,78,80,85,87,1004.8,1005.0,1005.0,1004.1,1002.9,1003.4,1004.2,1003.1,2,3,2,2,2,2,2,2,72,72,73,78,78,77,75,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/08/24,26.3,32.7,27.3,27.2,31.5,30.8,29.9,27.1,25.2,23.1,86,91,75,73,65,65,74,93,1001.2,1002.2,1003.1,1002.4,1002.3,1004.1,1005.8,1005.4,2,1,2,6,4,4,4,2,78,79,83,81,79,76,74,73,2.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0
2022/08/23,24.7,33.5,24.9,25.5,29.3,33.0,30.9,29.9,28.7,28.2,97,94,80,69,75,80,85,84,1004.6,1004.5,1004.8,1003.0,1001.8,1001.5,1002.3,1001.7,2,2,2,5,6,4,3,4,75,76,80,85,82,81,79,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/08/22,23.6,29.5,23.7,24.2,24.9,28.1,27.9,27.9,26.8,25.6,86,88,83,76,79,78,86,93,1005.3,1005.6,1006.6,1005.7,1004.7,1005.0,1006.4,1005.4,3,2,3,2,3,3,3,2,73,74,74,78,78,78,77,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/08/21,23.8,29.0,24.5,24.2,25.2,26.6,28.7,27.0,25.9,25.6,100,96,93,88,72,78,82,75,999.6,1000.5,1002.6,1002.4,1002.2,1003.2,1004.7,1004.9,1,2,2,3,3,2,2,3,75,75,76,77,78,77,75,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/08/20,23.8,31.2,24.5,24.4,28.0,29.5,28.8,27.3,25.0,23.9,84,84,67,67,77,79,96,100,1001.5,1001.9,1001.5,999.6,999.0,999.2,1000.7,1000.4,3,2,1,3,2,2,2,2,74,74,78,79,79,78,76,74,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
2022/08/19,22.7,32.5,26.3,23.8,29.2,30.0,31.0,27.6,26.0,24.4,56,70,52,56,43,66,75,85,1001.5,1002.7,1002.5,1001.3,1000.3,1001.4,1002.4,1001.6,4,2,3,4,6,5,4,2,73,71,77,79,78,76,76,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/08/18,23.4,31.1,24.6,24.6,25.4,26.3,30.5,29.3,27.0,27.3,86,95,100,96,71,75,67,53,1005.5,1004.1,1003.4,999.7,997.7,999.3,1000.6,1001.0,1,1,1,4,3,4,3,5,74,75,77,78,81,80,76,74,0.0,0.0,0.0,0.0,2.5,13.0,0.0,0.0
2022/08/17,26.9,32.3,28.5,28.1,29.3,31.0,26.7,24.1,24.9,23.9,73,68,64,64,89,94,79,87,1002.8,1004.2,1006.5,1006.0,1006.2,1007.2,1008.2,1007.4,2,3,4,2,4,3,3,2,78,78,78,81,77,75,74,73,1.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2022/08/16,27.9,36.4,28.3,28.7,30.5,35.3,33.9,31.4,30.4,30.1,82,80,72,55,60,69,72,69,1001.1,1001.3,1001.2,999.3,999.2,999.9,1001.4,1002.1,4,4,6,5,6,6,5,4,79,79,81,86,84,82,81,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/08/15,25.9,34.0,26.8,26.7,29.6,33.0,32.9,29.4,29.8,29.5,89,94,78,59,64,78,75,74,1003.3,1003.9,1004.6,1003.7,1002.8,1002.8,1003.0,1002.1,2,2,2,1,3,3,5,4,77,78,80,83,83,80,80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/08/14,23.7,33.3,24.2,25.5,27.6,30.9,31.8,30.2,27.8,26.3,100,98,86,70,66,75,84,95,1002.8,1003.6,1004.4,1002.3,1001.9,1002.5,1003.6,1003.3,1,3,4,3,2,3,2,3,75,77,79,81,82,81,78,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2022/08/13,24.2,28.6,27.2,24.2,28.3,24.2,24.5,24.6,24.5,23.8,85,96,82,98,98,99,99,100,1006.8,1007.5,1007.8,1007.9,1006.2,1002.4,1000.9,1003.8,5,4,7,5,5,4,6,2,78,75,79,75,75,75,75,74,0.0,47.5,36.5,0.5,12.5,0.0,1.5,2.0
2022/08/12,27.0,32.0,27.7,27.6,30.6,30.1,29.9,28.6,25.9,27.1,84,83,75,73,69,77,93,87,1006.7,1007.5,1008.1,1007.8,1007.0,1006.6,1008.6,1008.3,5,6,6,8,6,6,4,5,78,78,81,81,79,79,76,78,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/08/11,26.8,34.3,27.5,27.8,31.2,32.0,31.9,29.3,28.2,27.8,82,79,68,68,65,74,81,84,1007.6,1008.2,1008.3,1007.4,1006.6,1006.8,1007.7,1007.1,5,4,4,5,5,5,6,7,78,78,82,83,82,80,79,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022/08/10,27.5,35.3,28.5,28.0,32.5,34.3,33.6,30.2,28.5,28.1,73,77,59,56,61,74,82,83,1006.9,1007.3,1007.5,1006.9,1006.4,1007.0,1008.3,1008.4,5,4,5,5,7,7,4,5,78,78,82,85,84,81,79,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
